u,i,t
2916,8819,1714132769.0
2702,6294,1699893871.0
7288,5368,1702987482.0
1774,7620,1679580884.0
5478,8581,1680189502.0
13,311,1702918828.0
3255,13346,1679487495.0
5810,14209,1695739362.0
707,4405,1693320584.0
6015,3443,1711191308.0
5345,14820,1702901629.0
5558,13885,1695801720.0
5937,9047,1692891920.0
1501,10546,1688143282.0
1294,2148,1694017472.0
5629,14163,1694792519.0
4948,5567,1721654904.0
1312,4631,1724059313.0
28,578,1675261577.0
7772,5299,1723634136.0
2336,3443,1673285422.0
3439,12426,1675081772.0
562,5904,1688209108.0
210,2801,1707398354.0
1350,7745,1688375557.0
4761,13172,1687520145.0
1813,971,1681234789.0
3238,9488,1702565770.0
353,4104,1687603849.0
1879,11483,1713201957.0
627,6369,1683544238.0
3061,13333,1696845217.0
3322,2152,1724155638.0
1553,8945,1714738842.0
3991,12177,1677687769.0
4161,6508,1686399156.0
1927,11606,1678464866.0
1816,1780,1676374761.0
2594,10997,1678533435.0
589,6115,1708515675.0
2434,12477,1706778973.0
6061,11673,1684250002.0
7102,8365,1699700694.0
2141,11969,1725637245.0
1020,1552,1675243654.0
6167,7124,1673353229.0
820,7590,1717583791.0
719,5475,1688813004.0
2297,7999,1676888867.0
7684,6038,1719569156.0
804,7511,1709900293.0
3591,9880,1704388490.0
3098,7055,1696266357.0
6498,13101,1712571106.0
1557,3309,1705599881.0
7232,13701,1716880623.0
1526,386,1679333043.0
6329,2371,1709301325.0
3461,476,1704800312.0
108,1676,1709040888.0
2077,6801,1680691057.0
532,5651,1687252998.0
1534,4286,1685726710.0
6498,15106,1712571067.0
167,2267,1693849839.0
5003,12913,1687441561.0
4704,6806,1699000734.0
1153,9289,1675948955.0
810,7550,1675687254.0
4211,14175,1705917309.0
7578,746,1704908627.0
7215,14166,1695396935.0
1413,2769,1694776677.0
3512,493,1717757221.0
2751,12352,1683299759.0
353,4108,1702564922.0
1992,611,1689004121.0
1591,10783,1697461408.0
2045,3181,1708516612.0
947,8262,1675962823.0
5341,7241,1676633197.0
3887,3835,1698677252.0
1595,8937,1694432788.0
5048,11384,1704708595.0
2356,2263,1710249768.0
2517,2735,1687282224.0
1012,3706,1702056462.0
5479,5193,1677062096.0
3708,5896,1679661400.0
5156,10316,1681318265.0
4126,8788,1678901396.0
7372,45,1694623370.0
2039,11817,1711645110.0
3725,12162,1698756249.0
507,5489,1696068694.0
5722,7528,1674473252.0
465,1271,1709980625.0
2861,10427,1724415583.0
6869,113,1683736634.0
3615,13429,1708442835.0
2428,12308,1719231642.0
508,5494,1710417207.0
5914,3003,1686911276.0
844,287,1724758823.0
6465,1594,1711461461.0
3422,2916,1726766270.0
1247,1644,1686233828.0
5022,13637,1686312341.0
802,7314,1704988063.0
988,8474,1720772763.0
7158,6463,1705327826.0
1315,4981,1688656153.0
3780,13932,1727974429.0
7331,14464,1695739958.0
5570,11366,1683118283.0
2277,220,1695827026.0
693,6838,1685116057.0
2293,9151,1682940991.0
3202,951,1673875795.0
1095,7280,1709898816.0
6015,10258,1683021787.0
1381,6400,1704994551.0
1620,10876,1685433883.0
853,7737,1724343853.0
3048,6725,1706515631.0
1492,848,1701446154.0
3870,6398,1701862135.0
4884,3980,1713521293.0
1241,3028,1709651018.0
6228,5430,1709139082.0
3885,2767,1697632763.0
3234,7150,1700242184.0
2,64,1684261107.0
3459,10756,1686679994.0
5896,5044,1715680729.0
6828,14276,1706267317.0
4621,6352,1686045343.0
1294,7678,1697724719.0
957,8339,1684771166.0
2604,8496,1682949997.0
7578,7923,1707576162.0
3144,9784,1676304100.0
1464,3932,1711197326.0
963,3609,1713277232.0
7003,7425,1694781337.0
3360,9235,1700050772.0
5550,13885,1674640552.0
5390,14101,1694253769.0
3500,13791,1685715810.0
4210,10405,1693297569.0
1094,8914,1686844292.0
2780,1796,1705333182.0
1800,3187,1705917564.0
1048,8725,1715880142.0
4065,14129,1693831799.0
4856,14367,1682581437.0
451,3771,1686305539.0
3307,6216,1690974849.0
7017,2869,1689162318.0
1124,4662,1681221919.0
7736,8999,1719819670.0
1106,9003,1681912249.0
5025,8190,1696848295.0
5358,14824,1674653364.0
2437,2287,1707839146.0
934,6596,1707213939.0
1860,1803,1718292440.0
2113,9875,1702057574.0
3797,5876,1678201398.0
6229,2742,1705590208.0
974,611,1673623156.0
778,37,1709139527.0
2733,6811,1715602002.0
7011,5673,1702380950.0
4078,1913,1673458724.0
3802,6538,1695124526.0
6317,2378,1713548191.0
6219,404,1680708312.0
6379,14937,1693312742.0
3371,2928,1701106353.0
737,7143,1693501220.0
2957,13198,1707917701.0
5402,13505,1718814889.0
4,196,1697039757.0
2260,7760,1693416275.0
2757,12942,1717514413.0
1720,7184,1708684297.0
3434,12756,1693568225.0
2443,3283,1680260297.0
220,2910,1724152225.0
4152,14238,1710852024.0
3370,1366,1679399833.0
1752,7974,1697817737.0
5309,13188,1680797476.0
5021,7380,1681401673.0
5321,49,1686657509.0
2730,1146,1688725118.0
4103,8727,1700669504.0
6054,4906,1699901544.0
5285,14308,1704452259.0
902,7997,1685023331.0
3177,4699,1678892892.0
5335,14679,1699887348.0
6624,14811,1707921106.0
6906,12276,1678898880.0
723,7062,1679505213.0
5240,13720,1699551688.0
236,2318,1707471966.0
2336,12107,1683972150.0
2105,6438,1695230441.0
251,3123,1695993378.0
3520,5555,1693564206.0
1291,9900,1675788317.0
138,1923,1688049367.0
4283,13248,1677226477.0
2923,10571,1689161637.0
4159,4059,1705331287.0
204,2684,1679418172.0
2855,260,1713562097.0
4416,3953,1681745909.0
1094,1629,1676470885.0
607,6236,1687968418.0
1083,6127,1688212790.0
4518,6551,1725384041.0
1561,10692,1673257119.0
1141,6208,1678536048.0
1022,8634,1707315528.0
913,143,1674839711.0
2117,2750,1684756363.0
2349,2869,1677250638.0
1015,4397,1677167919.0
4149,1351,1694539870.0
3167,336,1698073897.0
6110,13018,1705076300.0
7668,12023,1716295061.0
2516,2776,1705761969.0
3906,12331,1707401629.0
1649,6441,1704452430.0
1178,9431,1675084629.0
3966,8737,1683544616.0
6814,13653,1717753588.0
3175,12161,1691427585.0
4099,2839,1678709969.0
3727,7878,1715592167.0
2,86,1702043259.0
6882,113,1690471253.0
2041,4419,1700236567.0
1087,2747,1693387529.0
2356,6467,1674475167.0
3369,4687,1708348250.0
997,4295,1680691055.0
47,1057,1699093306.0
605,6211,1681483134.0
6572,3059,1682607201.0
2254,3710,1716638125.0
2000,2614,1673518911.0
2237,10822,1683109063.0
6556,14451,1713959659.0
3530,5515,1674669087.0
6359,8617,1684320022.0
4845,14037,1674742953.0
5169,1002,1710835463.0
6988,4657,1693489057.0
808,7536,1679575956.0
3330,2779,1700835858.0
3047,151,1677678971.0
875,7861,1707388368.0
4881,1262,1713959262.0
82,1413,1685528987.0
7797,14826,1726058747.0
2160,1302,1685544945.0
3564,13859,1702380312.0
1790,9491,1718900480.0
1267,9426,1725024550.0
779,7375,1684843248.0
7111,2081,1687974201.0
2268,3975,1688372983.0
1067,7123,1683389730.0
800,6463,1679047339.0
25,548,1704302044.0
7612,4788,1717598567.0
1212,6137,1699350674.0
1046,7912,1710586002.0
2037,9974,1685185351.0
23,438,1683554980.0
1850,11422,1675187097.0
2074,2312,1680699630.0
506,5480,1699549341.0
1555,10653,1673624974.0
3830,2137,1687171627.0
3440,13116,1682346880.0
5162,4062,1716303922.0
3303,8431,1704385494.0
2031,9746,1703088790.0
5231,5024,1724257085.0
3883,5299,1702569730.0
4999,4635,1693048058.0
2930,309,1696325905.0
6968,10715,1701344568.0
826,7636,1695643465.0
502,4407,1689334675.0
6099,15067,1689155391.0
14,339,1678190969.0
2919,11058,1724667386.0
872,3918,1682094090.0
3705,3055,1693825508.0
5572,11366,1674640798.0
1087,5547,1698247128.0
873,7843,1679923940.0
732,7121,1702729818.0
1992,9088,1698148579.0
351,4068,1676380041.0
6832,13511,1707311189.0
3231,4191,1697034455.0
1555,1387,1675349475.0
5876,2820,1718363890.0
5456,111,1676994796.0
3965,14115,1688389369.0
1153,4428,1688727529.0
3525,3319,1720698464.0
50,1130,1681920164.0
6092,3054,1699264696.0
798,7480,1706127914.0
548,5773,1702659252.0
2254,1572,1676375324.0
3589,1205,1674142420.0
502,4407,1675186543.0
5235,12316,1681826088.0
6613,9150,1714644202.0
1467,2124,1701880456.0
3965,7104,1703089489.0
2850,11583,1697233014.0
4150,164,1717780508.0
1815,11326,1684138807.0
301,3650,1695145659.0
3162,482,1677686151.0
6572,9819,1707756087.0
1603,1235,1687861391.0
3884,10050,1712679315.0
6336,12221,1681914720.0
3935,2614,1714487971.0
6949,15231,1714560102.0
3885,1382,1699099281.0
565,5965,1688723821.0
458,464,1696417090.0
875,7860,1707388363.0
3416,6733,1678182832.0
5861,14584,1703073247.0
4692,14039,1700565519.0
6583,8397,1674491673.0
1973,7174,1688720540.0
3639,8477,1700229354.0
226,2964,1675345705.0
4093,6848,1682427420.0
4572,12850,1674640637.0
4713,14498,1673257997.0
1109,6439,1685969309.0
248,3106,1675444734.0
2663,5893,1687969766.0
1158,9334,1706532898.0
3496,5122,1674908219.0
435,873,1698765416.0
875,585,1708085955.0
1347,10103,1714154463.0
334,3978,1679310135.0
95,1557,1686739768.0
919,5522,1700569011.0
2998,10731,1688652966.0
6219,13422,1709831338.0
1155,9298,1674554635.0
3500,13792,1700663487.0
732,7111,1693995926.0
5016,53,1683531260.0
7620,10715,1712574878.0
986,8446,1682519724.0
2289,12239,1674645729.0
2956,4037,1700554435.0
3431,12348,1720018443.0
279,3466,1677257842.0
5803,14964,1705927347.0
368,4332,1684933315.0
1012,3344,1702056469.0
3457,13738,1699977816.0
1618,488,1706287651.0
5210,12003,1677247462.0
7260,11122,1726663810.0
7393,13282,1700656450.0
138,1922,1705058663.0
7295,12290,1717683246.0
3245,2741,1678894229.0
664,6672,1673003542.0
1397,37,1700731890.0
219,2879,1683655037.0
84,1472,1702039875.0
1095,4933,1704282338.0
4880,634,1709197802.0
1583,3353,1693909221.0
2429,4085,1686827636.0
981,8438,1685463282.0
718,7026,1696947890.0
2301,7799,1681298914.0
7057,1529,1684924462.0
1961,49,1692021303.0
487,5346,1707994927.0
441,4928,1675268565.0
2857,5548,1705917560.0
146,2000,1673614017.0
538,4132,1696251384.0
403,4630,1680025782.0
2338,7929,1709900683.0
3431,8850,1708342425.0
2943,10767,1710864480.0
3703,6476,1714573968.0
838,4132,1719515072.0
563,3811,1695388118.0
305,1566,1696679617.0
2606,12750,1686585238.0
7578,8474,1705164060.0
1960,8956,1701278395.0
1374,9510,1693927395.0
710,6985,1707405170.0
608,6188,1693651209.0
1798,914,1682942794.0
2462,9087,1689697758.0
5975,14791,1719232881.0
1713,1997,1724863245.0
1160,9367,1685611161.0
6015,4687,1711190294.0
2611,7096,1699962267.0
1269,9819,1710329082.0
5896,8176,1673546869.0
441,4476,1685541238.0
6847,611,1702991576.0
2294,4223,1699869824.0
2187,798,1717073873.0
6961,14156,1683370649.0
7158,10472,1699882487.0
6599,4752,1707318290.0
6296,7660,1699018671.0
2899,2142,1722440228.0
2361,12351,1706198864.0
7456,14578,1700473811.0
7316,7124,1719407004.0
6988,11371,1693489056.0
6853,1160,1693396174.0
778,7368,1684172319.0
391,3690,1678728417.0
3937,14096,1674471193.0
7507,1351,1722266301.0
541,5708,1678810472.0
5956,740,1681833423.0
5148,4039,1676909605.0
2118,5236,1679310846.0
2160,170,1705932535.0
3888,14060,1673615984.0
1715,11100,1675347356.0
1798,528,1685038239.0
4829,14009,1675844635.0
1417,2556,1710868132.0
2128,10161,1693922215.0
3555,10918,1697478900.0
7648,4762,1715102777.0
391,4477,1683028970.0
7108,4249,1713884276.0
6461,15117,1679482491.0
5840,7700,1683291053.0
3565,7561,1680527276.0
2101,7760,1696253422.0
4868,12296,1685789314.0
2753,4948,1711390849.0
2991,10199,1706818911.0
5026,14689,1685009107.0
4142,9669,1697637378.0
5885,3055,1705306087.0
6594,2442,1681313346.0
3474,2953,1708421784.0
7344,14765,1695898802.0
48,1115,1719578468.0
5625,2595,1694081427.0
2309,2741,1680679519.0
6931,53,1678191906.0
4252,5106,1673456407.0
7462,13587,1702461077.0
592,6133,1689679536.0
7468,997,1710506001.0
41,753,1684164423.0
3991,14135,1687270729.0
810,7548,1709031212.0
6892,4293,1686314238.0
4432,2219,1701431553.0
1977,11718,1680793001.0
2382,3967,1704728073.0
1272,9833,1695118496.0
6015,7065,1683021698.0
5039,10715,1713881611.0
1250,9718,1686005387.0
515,5449,1707732497.0
4365,10069,1677082511.0
2357,12344,1688049560.0
835,7681,1696248447.0
194,2608,1687533206.0
3778,4430,1673859867.0
2464,12520,1682338222.0
757,7230,1684766903.0
7326,1532,1708705858.0
483,1979,1683809570.0
3558,2165,1686589917.0
6442,12298,1706526342.0
5376,7735,1701101545.0
1856,4437,1702915831.0
2187,4,1679583937.0
1107,9042,1717585503.0
2218,8947,1701702832.0
835,5493,1700231065.0
3166,5141,1675096667.0
1703,3467,1698496979.0
5358,14825,1679666492.0
7316,5595,1711464116.0
3473,4635,1706286567.0
639,6459,1702489965.0
141,1955,1706004608.0
3634,1355,1709914176.0
300,3631,1714733513.0
13,317,1685725647.0
1249,195,1706205868.0
4641,3834,1718205120.0
3240,2804,1705326067.0
866,1406,1690630853.0
7790,14427,1726071055.0
614,4068,1691576167.0
1312,4631,1724059317.0
7173,11302,1712865593.0
7270,11407,1695662112.0
718,7034,1706618446.0
4864,104,1683794166.0
396,4545,1688748034.0
5465,7124,1679320009.0
7653,8376,1715602215.0
3949,1798,1685729659.0
352,4083,1687599862.0
2504,4295,1694528629.0
4292,2814,1676022830.0
7725,3411,1716971476.0
4050,2840,1698083500.0
3201,13507,1687001299.0
4000,3834,1706535920.0
2118,5397,1677316680.0
1228,9643,1706608674.0
3563,8230,1708700915.0
669,3077,1704388873.0
819,6549,1702292586.0
5618,4191,1680684672.0
2659,12173,1684944857.0
5381,4861,1718624706.0
5246,1351,1683297586.0
2855,6189,1695315134.0
2833,5788,1682443152.0
7585,9553,1702499829.0
7556,692,1713275920.0
523,5582,1694702368.0
3536,13842,1680773334.0
5821,14581,1702479466.0
3033,13286,1673441568.0
4384,405,1679305348.0
2984,5447,1682588874.0
3175,5263,1706890365.0
3512,1984,1679056622.0
6858,15208,1695750483.0
300,3628,1705149789.0
6417,9406,1680688464.0
677,2005,1673611142.0
4398,14387,1696264062.0
1659,1479,1693989101.0
2152,1577,1683911710.0
707,6937,1697531700.0
7715,8648,1716903052.0
6869,3055,1675964702.0
1575,1501,1684596761.0
661,625,1686914630.0
1618,1447,1702486172.0
7050,2029,1695311105.0
1993,11742,1688733710.0
4840,195,1706884156.0
2242,774,1715684704.0
2570,582,1701176208.0
1319,5733,1694451862.0
3141,6836,1701425803.0
692,6519,1705750460.0
1501,8749,1688143276.0
6064,7487,1702652448.0
3486,231,1700046975.0
6531,53,1715700949.0
4995,2765,1703169105.0
252,3167,1705662669.0
538,5686,1677000639.0
1882,11487,1675357037.0
7723,4035,1715962567.0
3909,5622,1700049136.0
6618,12206,1686039687.0
7507,113,1707840896.0
5347,7606,1686857255.0
5631,8428,1675688856.0
2953,8041,1693411663.0
353,4113,1681303797.0
3663,7101,1716322455.0
3116,2439,1694529809.0
4632,5527,1675245201.0
7010,2287,1701869705.0
214,2830,1674828427.0
6063,3160,1693326602.0
5891,12343,1690386056.0
867,4599,1708014295.0
454,5102,1683548734.0
594,6136,1694696910.0
644,6528,1708530271.0
602,399,1689686089.0
103,1649,1717416250.0
6548,15046,1705065652.0
1452,4860,1712593131.0
3130,4447,1726654198.0
1012,3966,1707565870.0
4845,5314,1701099042.0
2043,3675,1711555928.0
4638,11367,1686066899.0
2219,12125,1702574443.0
2412,476,1700497201.0
4514,14460,1710948572.0
1367,8430,1693222906.0
732,111,1704544754.0
2294,10469,1675073421.0
5883,8391,1723802915.0
635,6431,1720800755.0
6957,4913,1691166908.0
1516,1581,1697619301.0
1472,10465,1675956002.0
3522,209,1692889395.0
6049,3173,1705488597.0
5016,53,1684328983.0
1181,1686,1699363871.0
6746,3019,1713513291.0
47,1080,1710519551.0
1414,1073,1678530131.0
6825,9666,1713360276.0
1154,5049,1712398262.0
5218,14769,1678105973.0
6656,10552,1715014508.0
4258,11554,1682091582.0
969,989,1706191772.0
1497,9134,1706714223.0
3708,1023,1676310220.0
1751,1367,1672769216.0
4512,10373,1713791195.0
6202,4705,1694102529.0
4852,2460,1685961559.0
3264,12169,1711638735.0
3563,12496,1684337623.0
6232,14662,1703166906.0
2928,13153,1683034839.0
4935,7567,1679580133.0
5983,14252,1692718601.0
344,3442,1701430499.0
1615,4402,1716998890.0
2732,5044,1715015950.0
1875,10323,1700050909.0
3505,13800,1680788000.0
643,6506,1713865032.0
2343,879,1712251563.0
2321,12290,1718727958.0
3878,13615,1682355770.0
254,3186,1676721110.0
3321,13615,1677425982.0
805,3851,1677691402.0
2521,9119,1720615012.0
1239,9670,1710931230.0
216,1716,1673349747.0
777,4858,1685183795.0
5998,1474,1681309456.0
1696,3526,1696257822.0
1601,1710,1684853631.0
977,1701,1695823575.0
2254,8654,1693655385.0
5182,6748,1697383854.0
209,2775,1704292735.0
4059,3407,1673088008.0
1992,9990,1686655928.0
2780,6317,1710171944.0
6613,7211,1709890372.0
866,7814,1718626956.0
2178,7895,1714471003.0
2467,5192,1675267986.0
1238,9668,1716303917.0
204,2677,1675352371.0
50,1132,1685463522.0
5778,14393,1677592654.0
2589,1068,1713961936.0
1046,331,1674745361.0
2422,12455,1692985463.0
1121,3682,1689591950.0
1900,7022,1705932214.0
2705,12888,1687186223.0
3274,3404,1679409287.0
7578,7732,1701884412.0
3274,1105,1696777461.0
2,91,1706359184.0
652,6575,1680618491.0
6936,4638,1686651866.0
1146,9250,1723119714.0
1300,9957,1716914102.0
2031,6364,1693488702.0
6024,14844,1702028459.0
6085,14475,1676987081.0
684,4647,1692624540.0
270,3425,1675701068.0
4724,12850,1677140008.0
2415,2761,1678712107.0
2349,4139,1676726656.0
4185,465,1706540386.0
7578,7122,1724260617.0
780,964,1704392117.0
1354,4736,1680624105.0
3723,3465,1674042347.0
4127,3483,1698157049.0
1452,2067,1707846102.0
364,412,1681996481.0
1759,8280,1711448328.0
723,5874,1703167277.0
1979,6899,1713785358.0
364,4288,1695826231.0
4838,938,1680629813.0
2611,7096,1685012921.0
3234,13546,1705700707.0
4701,7050,1703265235.0
919,946,1687790223.0
3072,11051,1686929135.0
4014,4515,1683792544.0
3157,7333,1677683105.0
2357,12344,1708613038.0
785,7413,1687541484.0
2409,6302,1698422770.0
47,1043,1690472856.0
6632,10552,1705313105.0
1851,11169,1697551001.0
1191,6426,1700233135.0
3200,6617,1678378284.0
7011,7296,1690817401.0
3999,1701,1692959003.0
7008,1069,1719579502.0
1162,4799,1688205664.0
7461,5824,1706803201.0
1134,2934,1679131320.0
1348,10112,1692791108.0
2218,11645,1682525945.0
1892,4607,1717509154.0
878,7887,1698065993.0
6138,8087,1715767586.0
3251,815,1704988250.0
2685,12236,1715870086.0
3133,9464,1696266508.0
2451,6361,1690562471.0
1614,10851,1681838722.0
6050,12250,1699955616.0
4933,14654,1682671125.0
2012,11057,1709108438.0
2976,11076,1696937320.0
1186,1046,1681728731.0
3004,13253,1676644748.0
5791,626,1678701697.0
5088,7784,1695318492.0
1004,3298,1689158875.0
7071,5348,1725559041.0
7266,3465,1706629595.0
5740,7183,1699436920.0
2239,8234,1673002810.0
3099,830,1697214984.0
1572,887,1715595621.0
986,8451,1711385663.0
2118,227,1677837885.0
2815,11058,1699544862.0
3738,12770,1674320120.0
6696,3793,1708335680.0
1073,5883,1676383560.0
2085,11606,1698066385.0
4999,8815,1709378397.0
2376,2256,1706805477.0
1076,8826,1695203484.0
6869,15213,1676114086.0
1327,10049,1677075641.0
7029,2758,1685638889.0
5005,10367,1675332282.0
5916,1552,1680622925.0
4078,13702,1673535262.0
1212,830,1695395495.0
5375,1948,1677862321.0
1583,2335,1695823806.0
5335,14815,1688053597.0
3229,13539,1675681089.0
3464,4338,1699353484.0
2797,12999,1697543907.0
6931,53,1678191917.0
2928,13158,1707757212.0
6144,14307,1684945262.0
2417,4398,1716304708.0
5028,6489,1677671331.0
732,7111,1697820835.0
3014,8272,1681310891.0
922,8149,1688400655.0
362,4185,1674819267.0
3318,1750,1683718346.0
2227,10100,1672832532.0
1106,9016,1707389737.0
2482,8020,1704381447.0
2149,4586,1674212382.0
1690,3055,1716641283.0
6015,5688,1706542449.0
6874,6431,1715182125.0
698,6857,1686050871.0
1871,8853,1704984733.0
7622,9610,1708016702.0
47,1078,1707754624.0
2043,11831,1696869952.0
4925,5030,1674548733.0
97,1564,1675160142.0
1189,9469,1681549398.0
262,3296,1681234134.0
3967,11957,1701186739.0
4455,11405,1684328210.0
226,2969,1675345773.0
636,235,1675096846.0
978,263,1708678761.0
4511,14209,1684138261.0
5181,10104,1711378392.0
1698,11079,1675260403.0
835,7676,1688662221.0
1136,434,1682075893.0
1759,5034,1676377091.0
1816,3674,1676375672.0
5962,46,1693490973.0
2374,9626,1679654101.0
205,2725,1674143822.0
2149,11981,1683290106.0
6143,1883,1695117733.0
286,3491,1705062706.0
703,760,1698682502.0
1361,8574,1697195453.0
3615,4787,1699374344.0
1212,806,1700560319.0
5288,7917,1681481024.0
117,1757,1693653186.0
6085,4758,1685113933.0
2128,70,1685784839.0
49,1123,1678382594.0
1694,11070,1680798423.0
3382,1888,1701418222.0
2412,4180,1693582437.0
5868,374,1686935686.0
249,3111,1688471329.0
6944,14862,1708696578.0
7690,1880,1712682145.0
5501,13609,1682606942.0
3667,2614,1674491395.0
6428,7554,1707758546.0
2303,6520,1712944546.0
708,6947,1686646981.0
6366,14600,1724418540.0
5868,13883,1701262402.0
