i,Title,book_type,discipline,topic,confidence
361,Réussir les tests psychotechniques /,practical,not_applicable,education_learning,high
362,"Entraînement intensif aux tests de logique et psychotechniques : 700 tests de logique : Catégories A,B, et C : 2022-2023 /",practical,not_applicable,career_business,high
363,La différence invisible /,comics,not_applicable,health_wellness,high
364,Trois histoires de réfugiés /,comics,not_applicable,current_affairs_politics,high
365,Institutions politiques vaudoises /,reference,political_science,not_applicable,high
366,Histoire suisse /,reference,history,not_applicable,high
367,L'hallucination /,academic,psychology,not_applicable,medium
368,L'âge des foules : un traité historique de psychologie des masses /,academic,psychology,not_applicable,high
369,Epistémologie du placard /,academic,literature_studies,not_applicable,high
370,Les liens artificiels : roman /,fiction,not_applicable,not_applicable,high
371,"Guide et recettes pour manger GAPS : [238 recettes sans gluten, céréales, sucres raffinés, colorants, additifs, produits laitiers industriels, amidon] /",practical,not_applicable,cooking_food,high
372,"Les émotions du dérèglement climatique : canicules, inondations, pollution... l'impact des catastrophes écologiques sur notre bien-être et comment y faire face ! /",non_fiction_general,not_applicable,current_affairs_politics,high
373,Une histoire du vertige /,non_fiction_general,not_applicable,personal_development,medium
374,Ne m'oublie pas /,comics,not_applicable,biography_memoir,high
375,"Le retour de Moby Dick, ou, ce que les cachalots nous enseignent sur les océans et les hommes /",non_fiction_general,not_applicable,nature_animals,high
376,Exercices d'observation /,practical,not_applicable,education_learning,high
377,Napoléon joue de la cornemuse dans un bus /,practical,not_applicable,education_learning,high
378,La revanche des bibliothécaires /,comics,not_applicable,art_culture,high
379,Réensauvager la nature pour sauver la planète /,non_fiction_general,not_applicable,nature_animals,high
380,Le ministère du Futur /,fiction,not_applicable,not_applicable,high
381,Carnets de thèse /,comics,not_applicable,education_learning,high
382,Les lapsus du destin : nos choix de vie /,non_fiction_general,not_applicable,personal_development,high
383,La distinction /,comics,not_applicable,current_affairs_politics,high
384,Histoire naturelle du silence /,non_fiction_general,not_applicable,nature_animals,high
385,La jeune femme et la mer /,comics,not_applicable,not_applicable,high
386,Gisèle Halimi : une jeunesse tunisienne /,comics,not_applicable,biography_memoir,high
387,Professeur Moustache étale sa science ! /,comics,not_applicable,science_technology,high
388,168 façons Feng Shui d'organiser votre maison /,practical,not_applicable,home_garden,high
389,Echec et mat : initiation au jeu d'échecs /,practical,not_applicable,games_entertainment,high
390,Musée Banksy : catalogue complet /,reference,arts_art_history,not_applicable,high
391,Comment devenir artiste /,practical,not_applicable,art_culture,medium
392,Le serpent et le coyote /,comics,not_applicable,history_civilization,high
393,Les droits réels dans le Code civil suisse /,academic,law,not_applicable,high
394,La fabrique des sciences : des institutions aux pratiques /,academic,sociology,not_applicable,high
395,La responsabilité civile /,reference,law,not_applicable,high
396,Schweizerisches Haftpflichtrecht /,reference,law,not_applicable,high
397,Le droit d'habitation : présentation générale fondée sur le droit d'habitation constitué à l'occasion d'actes translatifs de propriété convenus dans un contexte familial /,academic,law,not_applicable,high
398,Der allgemeine Teil des deutschen bürgerlichen Rechts /,reference,law,not_applicable,high
399,Histoire vaudoise /,reference,history,not_applicable,high
400,Schweizerisches Haftpflichtrecht / Motorfahrzeughaftpflicht und Motorfahrzeughaftpflichtversicherung,reference,law,not_applicable,high
401,Kommentar der schweizerischen Bundesverfassung vom 29. Mai 1874 /,reference,law,not_applicable,high
402,Geschichte des schweizerischen Obligationenrechts : allgemeiner Teil /,academic,law,not_applicable,high
403,Soins infirmiers en périnatalité.,reference,medicine_health,not_applicable,high
404,Soins infirmiers en périnatalité /,reference,medicine_health,not_applicable,high
405,Soins infirmiers aux aînés en perte d'autonomie /,reference,medicine_health,not_applicable,high
406,Neonatology at a glance /,reference,medicine_health,not_applicable,high
407,Pédiatrie : manuel illustré /,reference,medicine_health,not_applicable,high
408,L'éthique de la santé : pour une éthique intégrée dans les pratiques infirmières /,academic,medicine_health,not_applicable,high
409,Alain Tanner : 50 ans de cinéma d'auteur /,academic,arts_art_history,not_applicable,high
410,Viva Varda ! /,reference,arts_art_history,not_applicable,high
411,S'enforester /,non_fiction_general,not_applicable,nature_animals,high
412,"La mort de la nature : les femmes, l'écologie et la révolution scientifique /",academic,environmental_sciences,not_applicable,high
413,Leçons de l'arbre et du vent : poèmes /,fiction,not_applicable,not_applicable,high
414,Le coût de la vie /,non_fiction_general,not_applicable,personal_development,medium
415,Le pouvoir des habitudes : changer un rien pour tout changer,non_fiction_general,not_applicable,personal_development,high
416,"Changer de poids, c'est changer de vie : comment maintenir votre perte de poids /",practical,not_applicable,health_wellness,high
417,Veritas tantam : Potentiam habet ut non subverti possit (La vérité a une telle puissance qu'elle ne peut être anéantie) /,fiction,not_applicable,not_applicable,high
418,Blizzard /,fiction,not_applicable,not_applicable,high
419,Au bonheur des morts : récits de ceux qui restent /,non_fiction_general,not_applicable,biography_memoir,high
420,Le piège de papier : roman /,fiction,not_applicable,not_applicable,high
421,Cartes des pratiques narratives /,academic,psychology,not_applicable,high
422,Inconsolable /,non_fiction_general,not_applicable,personal_development,medium
423,Fille en colère sur un banc de pierre : roman /,fiction,not_applicable,not_applicable,high
424,Ralentir ou périr : l'économie de la décroissance /,non_fiction_general,not_applicable,current_affairs_politics,high
425,L'aimante /,fiction,not_applicable,not_applicable,low
426,"L'espérance, ou, La traversée de l'impossible /",academic,philosophy,not_applicable,high
427,Sortir au jour /,fiction,not_applicable,not_applicable,low
428,Petit traité du vieillissement heureux /,practical,not_applicable,personal_development,high
429,Une vie heureuse /,non_fiction_general,not_applicable,biography_memoir,high
430,L'amour comme un empire : roman /,fiction,not_applicable,not_applicable,high
431,Blanc : histoire d'une couleur /,non_fiction_general,not_applicable,history_civilization,high
432,Défis de familles : 16 histoires de thérapie systémique /,non_fiction_general,not_applicable,parenting_family,high
433,Quel est donc ton tourment ? : roman /,fiction,not_applicable,not_applicable,high
434,La fabrique des croyances chez l'enfant : une histoire naturelle de la croyance /,academic,psychology,not_applicable,high
435,Même le bruit de la nuit a changé : roman /,fiction,not_applicable,not_applicable,high
436,Sur le pont /,non_fiction_general,not_applicable,biography_memoir,high
437,Le premier patient : roman /,fiction,not_applicable,not_applicable,high
438,La grande confrontation : comment Poutine fait la guerre à nos démocraties /,non_fiction_general,not_applicable,current_affairs_politics,high
439,Et si les femmes avaient le droit de vieillir comme les hommes ? /,non_fiction_general,not_applicable,personal_development,high
440,Le Suicide de l'espèce : comment les activités humaines produisent de plus en plus de maladies /,non_fiction_general,not_applicable,current_affairs_politics,high
441,Quart de vie : la quête de soi au tournant de l'âge adulte /,practical,not_applicable,personal_development,high
442,"La cuisine à IG bas, c'est bon pour moi ! : plaisir, santé, facilité, c'est IG ! /",practical,not_applicable,cooking_food,high
443,Les débuts : par où recommencer ? /,academic,philosophy,not_applicable,high
444,Je m'initie au régime méditterranéen : guide visuel  /,practical,not_applicable,cooking_food,high
445,Tout commence avec le corps : 15 exercices sensoriels pour entraîner le cerveau /,practical,not_applicable,personal_development,high
446,Algocratie : vivre libre à l'heure des algorithmes /,non_fiction_general,not_applicable,current_affairs_politics,high
447,S'échapper /,non_fiction_general,not_applicable,biography_memoir,medium
448,"Vie, vieillesse et mort d'une femme du peuple /",non_fiction_general,not_applicable,biography_memoir,high
449,Un puma dans le coeur /,non_fiction_general,not_applicable,biography_memoir,medium
450,Mars : récit /,non_fiction_general,not_applicable,biography_memoir,high
451,Petit éloge de la médiocrité /,non_fiction_general,not_applicable,personal_development,medium
452,L'été où je suis devenue vieille /,non_fiction_general,not_applicable,personal_development,high
453,Le livre pour toi ; Cantique d'été /,fiction,not_applicable,not_applicable,medium
454,Une fin heureuse : roman /,fiction,not_applicable,not_applicable,high
455,Son odeur après la pluie /,fiction,not_applicable,not_applicable,high
456,L'art subtil de s'en foutre : [un guide à contre-courant pour être soi-même] /,practical,not_applicable,personal_development,high
457,Niré : une clochette sans battant : roman /,fiction,not_applicable,not_applicable,high
458,Jamais là par hasard : roman /,fiction,not_applicable,not_applicable,high
459,L'année de la pensée magique /,non_fiction_general,not_applicable,biography_memoir,high
460,Se reconstruire : la blessure est l'endroit où la lumière pénètre en vous /,practical,not_applicable,personal_development,high
461,A tire-d'aile : des joyaux entre ciel et terre /,non_fiction_general,not_applicable,nature_animals,medium
462,La foudre : roman /,fiction,not_applicable,not_applicable,high
463,La petite-fille : roman /,fiction,not_applicable,not_applicable,high
464,L'amour : roman /,fiction,not_applicable,not_applicable,high
465,Chaleur humaine : roman /,fiction,not_applicable,not_applicable,high
466,Le vieil incendie /,fiction,not_applicable,not_applicable,high
467,Aveuglément /,fiction,not_applicable,not_applicable,low
468,L'épaisseur d'un cheveu : roman /,fiction,not_applicable,not_applicable,high
